t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0.000000e+00,1.000000e+00,1.000000e-02,4.200000e+00,7.071061e-01,-1.000009e-03,-1.000009e-03,7.071061e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.773746e-02,0.000000e+00,-3.922707e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.961320e+00,1.961320e+00,1.961320e+00,1.961320e+00,0.0,0.0,0.0,0.0,0.0,0.0,
9.915692e-04,1.000000e+00,1.000000e-02,4.200000e+00,7.071061e-01,-1.000009e-03,-1.000017e-03,7.071061e-01,-2.760930e-05,-2.002174e-11,3.731900e-05,-4.133992e-05,-4.133992e-05,1.141147e-05,-2.799334e-02,-1.217078e-07,9.038205e-02,-1.000594e-01,-1.000594e-01,2.762040e-02,1.972835e+00,1.942817e+00,2.000983e+00,2.000983e+00,0.0,0.0,0.0,0.0,0.0,0.0,
1.983138e-03,9.999999e-01,1.000000e-02,4.200000e+00,7.071061e-01,-1.000009e-03,-1.000084e-03,7.071061e-01,-5.547261e-05,-4.509805e-10,1.642969e-04,-1.818956e-04,-1.818957e-04,5.021048e-05,-2.825003e-02,-1.064438e-06,1.808033e-01,-2.001188e-01,-2.001188e-01,5.524079e-02,1.984350e+00,1.924314e+00,2.040646e+00,2.040646e+00,0.0,0.0,0.0,0.0,0.0,0.0,
2.974708e-03,9.999999e-01,1.000000e-02,4.200000e+00,7.071060e-01,-1.000009e-03,-1.000278e-03,7.071061e-01,-8.359115e-05,-2.523093e-09,3.809338e-04,-4.216671e-04,-4.216672e-04,1.163970e-04,-2.850856e-02,-3.841883e-06,2.712246e-01,-3.001781e-01,-3.001782e-01,8.286119e-02,1.995864e+00,1.905811e+00,2.080308e+00,2.080308e+00,0.0,0.0,0.0,0.0,0.0,0.0,
3.966277e-03,9.999998e-01,1.000000e-02,4.200001e+00,7.071060e-01,-1.000009e-03,-1.000669e-03,7.071062e-01,-1.119672e-04,-8.486423e-09,6.872297e-04,-7.606544e-04,-7.606546e-04,2.099711e-04,-2.876998e-02,-9.503320e-06,3.616459e-01,-4.002374e-01,-4.002377e-01,1.104816e-01,2.007379e+00,1.887308e+00,2.119971e+00,2.119971e+00,0.0,0.0,0.0,0.0,0.0,0.0,
4.957846e-03,9.999997e-01,1.000000e-02,4.200002e+00,7.071059e-01,-1.000009e-03,-1.001327e-03,7.071063e-01,-1.406040e-04,-2.164617e-08,1.083184e-03,-1.198857e-03,-1.198858e-03,3.309327e-04,-2.903536e-02,-1.913361e-05,4.520671e-01,-5.002966e-01,-5.002972e-01,1.381020e-01,2.018894e+00,1.868805e+00,2.159634e+00,2.159634e+00,0.0,0.0,0.0,0.0,0.0,0.0,
5.949415e-03,9.999995e-01,1.000000e-02,4.200003e+00,7.071058e-01,-1.000009e-03,-1.002321e-03,7.071064e-01,-1.695060e-04,-4.639794e-08,1.568798e-03,-1.736276e-03,-1.736277e-03,4.792818e-04,-2.930583e-02,-3.385320e-05,5.424883e-01,-6.003557e-01,-6.003569e-01,1.657224e-01,2.030409e+00,1.850302e+00,2.199297e+00,2.199297e+00,0.0,0.0,0.0,0.0,0.0,0.0,
6.940984e-03,9.999993e-01,1.000000e-02,4.200005e+00,7.071056e-01,-1.000009e-03,-1.003721e-03,7.071066e-01,-1.986788e-04,-8.826304e-08,2.144071e-03,-2.372910e-03,-2.372913e-03,6.550185e-04,-2.958255e-02,-5.481811e-05,6.329096e-01,-7.004146e-01,-7.004168e-01,1.933428e-01,2.041924e+00,1.831799e+00,2.238959e+00,2.238959e+00,0.0,0.0,0.0,0.0,0.0,0.0,
7.932553e-03,9.999991e-01,1.000000e-02,4.200007e+00,7.071053e-01,-1.000010e-03,-1.005596e-03,7.071068e-01,-2.281289e-04,-1.539238e-07,2.809002e-03,-3.108759e-03,-3.108765e-03,8.581427e-04,-2.986671e-02,-8.321998e-05,7.233307e-01,-8.004733e-01,-8.004769e-01,2.209632e-01,2.053438e+00,1.813296e+00,2.278622e+00,2.278622e+00,0.0,0.0,0.0,0.0,0.0,0.0,
8.924123e-03,9.999989e-01,1.000000e-02,4.200010e+00,7.071050e-01,-1.000010e-03,-1.008016e-03,7.071072e-01,-2.578643e-04,-2.512588e-07,3.563593e-03,-3.943823e-03,-3.943833e-03,1.088654e-03,-3.015953e-02,-1.202860e-04,8.137519e-01,-9.005316e-01,-9.005374e-01,2.485836e-01,2.064953e+00,1.794793e+00,2.318285e+00,2.318285e+00,0.0,0.0,0.0,0.0,0.0,0.0,
9.915692e-03,9.999986e-01,9.999999e-03,4.200014e+00,7.071045e-01,-1.000011e-03,-1.011050e-03,7.071076e-01,-2.878940e-04,-3.893782e-07,4.407842e-03,-4.878102e-03,-4.878119e-03,1.346554e-03,-3.046227e-02,-1.672790e-04,9.041731e-01,-1.000589e+00,-1.000598e+00,2.762040e-01,2.076468e+00,1.776290e+00,2.357948e+00,2.357948e+00,0.0,0.0,0.0,0.0,0.0,0.0,
1.090726e-02,9.999983e-01,9.999999e-03,4.200019e+00,7.071040e-01,-1.000011e-03,-1.014768e-03,7.071081e-01,-3.182286e-04,-5.786590e-07,5.341750e-03,-5.911595e-03,-5.911622e-03,1.631841e-03,-3.077624e-02,-2.254974e-04,9.945942e-01,-1.100647e+00,-1.100660e+00,3.038244e-01,2.087983e+00,1.757787e+00,2.397610e+00,2.397610e+00,0.0,0.0,0.0,0.0,0.0,0.0,
1.189883e-02,9.999980e-01,9.999998e-03,4.200025e+00,7.071034e-01,-1.000012e-03,-1.019239e-03,7.071087e-01,-3.488795e-04,-8.307804e-07,6.365316e-03,-7.044301e-03,-7.044343e-03,1.944515e-03,-3.110277e-02,-2.962752e-04,1.085015e+00,-1.200703e+00,-1.200722e+00,3.314448e-01,2.099498e+00,1.739284e+00,2.437273e+00,2.437273e+00,0.0,0.0,0.0,0.0,0.0,0.0,
1.289040e-02,9.999976e-01,9.999997e-03,4.200031e+00,7.071027e-01,-1.000013e-03,-1.024534e-03,7.071095e-01,-3.798599e-04,-1.158759e-06,7.478542e-03,-8.276220e-03,-8.276284e-03,2.284577e-03,-3.144323e-02,-3.809821e-04,1.175436e+00,-1.300759e+00,-1.300785e+00,3.590652e-01,2.111012e+00,1.720781e+00,2.476936e+00,2.476936e+00,0.0,0.0,0.0,0.0,0.0,0.0,
1.388197e-02,9.999972e-01,9.999996e-03,4.200039e+00,7.071018e-01,-1.000015e-03,-1.030721e-03,7.071103e-01,-4.111842e-04,-1.576985e-06,8.681426e-03,-9.607351e-03,-9.607443e-03,2.652026e-03,-3.179902e-02,-4.810232e-04,1.265857e+00,-1.400814e+00,-1.400849e+00,3.866856e-01,2.122527e+00,1.702278e+00,2.516599e+00,2.516599e+00,0.0,0.0,0.0,0.0,0.0,0.0,
1.487354e-02,9.999968e-01,9.999994e-03,4.200048e+00,7.071008e-01,-1.000016e-03,-1.037870e-03,7.071113e-01,-4.428681e-04,-2.101255e-06,9.973969e-03,-1.103769e-02,-1.103782e-02,3.046863e-03,-3.217158e-02,-5.978394e-04,1.356278e+00,-1.500868e+00,-1.500913e+00,4.143059e-01,2.134042e+00,1.683775e+00,2.556261e+00,2.556261e+00,0.0,0.0,0.0,0.0,0.0,0.0,
1.586511e-02,9.999964e-01,9.999992e-03,4.200059e+00,7.070997e-01,-1.000017e-03,-1.046051e-03,7.071124e-01,-4.749288e-04,-2.748810e-06,1.135617e-02,-1.256725e-02,-1.256743e-02,3.469088e-03,-3.256240e-02,-7.329072e-04,1.446699e+00,-1.600921e+00,-1.600979e+00,4.419263e-01,2.145557e+00,1.665272e+00,2.595924e+00,2.595924e+00,0.0,0.0,0.0,0.0,0.0,0.0,
1.685668e-02,9.999959e-01,9.999989e-03,4.200071e+00,7.070984e-01,-1.000019e-03,-1.055334e-03,7.071137e-01,-5.073852e-04,-3.538370e-06,1.282803e-02,-1.419601e-02,-1.419625e-02,3.918700e-03,-3.297297e-02,-8.877388e-04,1.537120e+00,-1.700972e+00,-1.701047e+00,4.695467e-01,2.157072e+00,1.646769e+00,2.635587e+00,2.635587e+00,0.0,0.0,0.0,0.0,0.0,0.0,
1.784825e-02,9.999954e-01,9.999985e-03,4.200084e+00,7.070969e-01,-1.000021e-03,-1.065786e-03,7.071152e-01,-5.402574e-04,-4.490170e-06,1.438955e-02,-1.592397e-02,-1.592430e-02,4.395699e-03,-3.340486e-02,-1.063882e-03,1.627541e+00,-1.801022e+00,-1.801116e+00,4.971671e-01,2.168586e+00,1.628266e+00,2.675250e+00,2.675250e+00,0.0,0.0,0.0,0.0,0.0,0.0,
1.883981e-02,9.999948e-01,9.999980e-03,4.200099e+00,7.070953e-01,-1.000023e-03,-1.077480e-03,7.071168e-01,-5.735672e-04,-5.625991e-06,1.604073e-02,-1.775115e-02,-1.775158e-02,4.900086e-03,-3.385963e-02,-1.262920e-03,1.717961e+00,-1.901070e+00,-1.901186e+00,5.247875e-01,2.180101e+00,1.609763e+00,2.714912e+00,2.714913e+00,0.0,0.0,0.0,0.0,0.0,0.0,
1.983138e-02,9.999942e-01,9.999974e-03,4.200116e+00,7.070935e-01,-1.000026e-03,-1.090483e-03,7.071186e-01,-6.073380e-04,-6.969204e-06,1.778156e-02,-1.967752e-02,-1.967808e-02,5.431861e-03,-3.433892e-02,-1.486472e-03,1.808382e+00,-2.001116e+00,-2.001259e+00,5.524079e-01,2.191616e+00,1.591260e+00,2.754575e+00,2.754575e+00,0.0,0.0,0.0,0.0,0.0,0.0,
2.082295e-02,9.999936e-01,9.999966e-03,4.200134e+00,7.070914e-01,-1.000028e-03,-1.104865e-03,7.071205e-01,-6.415947e-04,-8.544795e-06,1.961205e-02,-2.170310e-02,-2.170381e-02,5.991023e-03,-3.484436e-02,-1.736193e-03,1.898802e+00,-2.101160e+00,-2.101334e+00,5.800283e-01,2.203131e+00,1.572757e+00,2.794238e+00,2.794238e+00,0.0,0.0,0.0,0.0,0.0,0.0,
2.181452e-02,9.999930e-01,9.999957e-03,4.200154e+00,7.070892e-01,-1.000031e-03,-1.120697e-03,7.071227e-01,-6.763640e-04,-1.037941e-05,2.153221e-02,-2.382788e-02,-2.382878e-02,6.577573e-03,-3.537766e-02,-2.013772e-03,1.989223e+00,-2.201202e+00,-2.201411e+00,6.076487e-01,2.214646e+00,1.554254e+00,2.833901e+00,2.833901e+00,0.0,0.0,0.0,0.0,0.0,0.0,
2.280609e-02,9.999923e-01,9.999946e-03,4.200176e+00,7.070868e-01,-1.000034e-03,-1.138047e-03,7.071251e-01,-7.116742e-04,-1.250138e-05,2.354201e-02,-2.605186e-02,-2.605298e-02,7.191510e-03,-3.594053e-02,-2.320938e-03,2.079643e+00,-2.301241e+00,-2.301491e+00,6.352691e-01,2.226160e+00,1.535751e+00,2.873564e+00,2.873564e+00,0.0,0.0,0.0,0.0,0.0,0.0,
2.379766e-02,9.999916e-01,9.999932e-03,4.200201e+00,7.070842e-01,-1.000037e-03,-1.156985e-03,7.071277e-01,-7.475554e-04,-1.494077e-05,2.564148e-02,-2.837503e-02,-2.837641e-02,7.832835e-03,-3.653475e-02,-2.659450e-03,2.170063e+00,-2.401277e+00,-2.401574e+00,6.628895e-01,2.237675e+00,1.517248e+00,2.913226e+00,2.913226e+00,0.0,0.0,0.0,0.0,0.0,0.0,
2.478923e-02,9.999908e-01,9.999917e-03,4.200227e+00,7.070813e-01,-1.000041e-03,-1.177581e-03,7.071306e-01,-7.840394e-04,-1.772940e-05,2.783061e-02,-3.079739e-02,-3.079909e-02,8.501547e-03,-3.716209e-02,-3.031107e-03,2.260483e+00,-2.501310e+00,-2.501659e+00,6.905099e-01,2.249190e+00,1.498745e+00,2.952889e+00,2.952889e+00,0.0,0.0,0.0,0.0,0.0,0.0,
2.578080e-02,9.999900e-01,9.999898e-03,4.200256e+00,7.070782e-01,-1.000045e-03,-1.199904e-03,7.071337e-01,-8.211597e-04,-2.090089e-05,3.010939e-02,-3.331894e-02,-3.332101e-02,9.197647e-03,-3.782439e-02,-3.437743e-03,2.350903e+00,-2.601340e+00,-2.601749e+00,7.181303e-01,2.260705e+00,1.480242e+00,2.992552e+00,2.992552e+00,0.0,0.0,0.0,0.0,0.0,0.0,
2.677237e-02,9.999892e-01,9.999875e-03,4.200286e+00,7.070748e-01,-1.000048e-03,-1.224024e-03,7.071370e-01,-8.589519e-04,-2.449070e-05,3.247783e-02,-3.593967e-02,-3.594218e-02,9.921134e-03,-3.852353e-02,-3.881225e-03,2.441323e+00,-2.701366e+00,-2.701841e+00,7.457507e-01,2.272220e+00,1.461739e+00,3.032215e+00,3.032215e+00,0.0,0.0,0.0,0.0,0.0,0.0,
2.776394e-02,9.999883e-01,9.999850e-03,4.200320e+00,7.070712e-01,-1.000053e-03,-1.250010e-03,7.071406e-01,-8.974532e-04,-2.853614e-05,3.493593e-02,-3.865959e-02,-3.866259e-02,1.067201e-02,-3.926139e-02,-4.363460e-03,2.531743e+00,-2.801388e+00,-2.801938e+00,7.733711e-01,2.283734e+00,1.443236e+00,3.071877e+00,3.071877e+00,0.0,0.0,0.0,0.0,0.0,0.0,
2.875551e-02,9.999874e-01,9.999819e-03,4.200355e+00,7.070673e-01,-1.000057e-03,-1.277932e-03,7.071444e-01,-9.367028e-04,-3.307644e-05,3.748368e-02,-4.147868e-02,-4.148227e-02,1.145027e-02,-4.003992e-02,-4.886387e-03,2.622162e+00,-2.901405e+00,-2.902039e+00,8.009915e-01,2.295249e+00,1.424733e+00,3.111540e+00,3.111540e+00,0.0,0.0,0.0,0.0,0.0,0.0,
2.974708e-02,9.999865e-01,9.999785e-03,4.200393e+00,7.070631e-01,-1.000061e-03,-1.307859e-03,7.071485e-01,-9.767419e-04,-3.815276e-05,4.012110e-02,-4.439695e-02,-4.440120e-02,1.225592e-02,-4.086109e-02,-5.451983e-03,2.712581e+00,-3.001419e+00,-3.002145e+00,8.286119e-01,2.306764e+00,1.406230e+00,3.151203e+00,3.151203e+00,0.0,0.0,0.0,0.0,0.0,0.0,
3.073864e-02,9.999855e-01,9.999744e-03,4.200434e+00,7.070586e-01,-1.000066e-03,-1.339861e-03,7.071529e-01,-1.017614e-03,-4.380825e-05,4.284817e-02,-4.741438e-02,-4.741939e-02,1.308896e-02,-4.172691e-02,-6.062260e-03,2.803000e+00,-3.101427e+00,-3.102255e+00,8.562323e-01,2.318279e+00,1.387727e+00,3.190866e+00,3.190866e+00,0.0,0.0,0.0,0.0,0.0,0.0,
3.173021e-02,9.999845e-01,9.999698e-03,4.200478e+00,7.070539e-01,-1.000071e-03,-1.374008e-03,7.071577e-01,-1.059363e-03,-5.008804e-05,4.566489e-02,-5.053098e-02,-5.053686e-02,1.394938e-02,-4.263942e-02,-6.719267e-03,2.893419e+00,-3.201430e+00,-3.202371e+00,8.838527e-01,2.329794e+00,1.369224e+00,3.230528e+00,3.230528e+00,0.0,0.0,0.0,0.0,0.0,0.0,
3.272178e-02,9.999834e-01,9.999646e-03,4.200525e+00,7.070488e-01,-1.000076e-03,-1.410368e-03,7.071627e-01,-1.102037e-03,-5.703934e-05,4.857127e-02,-5.374673e-02,-5.375359e-02,1.483720e-02,-4.360070e-02,-7.425087e-03,2.983838e+00,-3.301428e+00,-3.302492e+00,9.114731e-01,2.341308e+00,1.350720e+00,3.270191e+00,3.270191e+00,0.0,0.0,0.0,0.0,0.0,0.0,
3.371335e-02,9.999823e-01,9.999586e-03,4.200574e+00,7.070434e-01,-1.000081e-03,-1.449013e-03,7.071680e-01,-1.145685e-03,-6.471141e-05,5.156731e-02,-5.706164e-02,-5.706961e-02,1.575240e-02,-4.461286e-02,-8.181841e-03,3.074256e+00,-3.401420e+00,-3.402619e+00,9.390935e-01,2.352823e+00,1.332217e+00,3.309854e+00,3.309854e+00,0.0,0.0,0.0,0.0,0.0,0.0,
3.470492e-02,9.999811e-01,9.999519e-03,4.200626e+00,7.070376e-01,-1.000086e-03,-1.490010e-03,7.071736e-01,-1.190359e-03,-7.315565e-05,5.465300e-02,-6.047569e-02,-6.048491e-02,1.669498e-02,-4.567805e-02,-8.991684e-03,3.164674e+00,-3.501405e+00,-3.502752e+00,9.667139e-01,2.364338e+00,1.313714e+00,3.349517e+00,3.349517e+00,0.0,0.0,0.0,0.0,0.0,0.0,
3.569649e-02,9.999799e-01,9.999442e-03,4.200682e+00,7.070316e-01,-1.000091e-03,-1.533430e-03,7.071796e-01,-1.236111e-03,-8.242561e-05,5.782835e-02,-6.398889e-02,-6.399950e-02,1.766496e-02,-4.679845e-02,-9.856807e-03,3.255091e+00,-3.601384e+00,-3.602892e+00,9.943343e-01,2.375853e+00,1.295211e+00,3.389179e+00,3.389179e+00,0.0,0.0,0.0,0.0,0.0,0.0,
3.668806e-02,9.999787e-01,9.999356e-03,4.200741e+00,7.070252e-01,-1.000096e-03,-1.579343e-03,7.071859e-01,-1.282998e-03,-9.257701e-05,6.109336e-02,-6.760121e-02,-6.761340e-02,1.866232e-02,-4.797629e-02,-1.077944e-02,3.345509e+00,-3.701356e+00,-3.703039e+00,1.021955e+00,2.387368e+00,1.276708e+00,3.428842e+00,3.428842e+00,0.0,0.0,0.0,0.0,0.0,0.0,
3.767963e-02,9.999774e-01,9.999260e-03,4.200802e+00,7.070184e-01,-1.000101e-03,-1.627817e-03,7.071926e-01,-1.331078e-03,-1.036678e-04,6.444802e-02,-7.131266e-02,-7.132659e-02,1.968707e-02,-4.921382e-02,-1.176184e-02,3.435926e+00,-3.801320e+00,-3.803193e+00,1.049575e+00,2.398882e+00,1.258205e+00,3.468505e+00,3.468505e+00,0.0,0.0,0.0,0.0,0.0,0.0,
3.867120e-02,9.999760e-01,9.999152e-03,4.200868e+00,7.070112e-01,-1.000105e-03,-1.678922e-03,7.071996e-01,-1.380410e-03,-1.157582e-04,6.789233e-02,-7.512323e-02,-7.513910e-02,2.073921e-02,-5.051333e-02,-1.280632e-02,3.526342e+00,-3.901277e+00,-3.903355e+00,1.077195e+00,2.410397e+00,1.239702e+00,3.508168e+00,3.508168e+00,0.0,0.0,0.0,0.0,0.0,0.0,
3.966277e-02,9.999747e-01,9.999032e-03,4.200937e+00,7.070037e-01,-1.000110e-03,-1.732729e-03,7.072070e-01,-1.431057e-03,-1.289108e-04,7.142630e-02,-7.903291e-02,-7.905094e-02,2.181874e-02,-5.187714e-02,-1.391520e-02,3.616758e+00,-4.001225e+00,-4.003525e+00,1.104816e+00,2.421912e+00,1.221199e+00,3.547830e+00,3.547831e+00,0.0,0.0,0.0,0.0,0.0,0.0,
4.065434e-02,9.999732e-01,9.998898e-03,4.201009e+00,7.069958e-01,-1.000114e-03,-1.789305e-03,7.072148e-01,-1.483084e-03,-1.431903e-04,7.504992e-02,-8.304170e-02,-8.306210e-02,2.292565e-02,-5.330761e-02,-1.509087e-02,3.707174e+00,-4.101165e+00,-4.103704e+00,1.132436e+00,2.433427e+00,1.202696e+00,3.587493e+00,3.587493e+00,0.0,0.0,0.0,0.0,0.0,0.0,
4.164591e-02,9.999717e-01,9.998750e-03,4.201085e+00,7.069874e-01,-1.000118e-03,-1.848722e-03,7.072230e-01,-1.536557e-03,-1.586640e-04,7.876320e-02,-8.714957e-02,-8.717260e-02,2.405995e-02,-5.480713e-02,-1.633572e-02,3.797589e+00,-4.201096e+00,-4.203892e+00,1.160057e+00,2.444942e+00,1.184193e+00,3.627156e+00,3.627156e+00,0.0,0.0,0.0,0.0,0.0,0.0,
4.263747e-02,9.999702e-01,9.998586e-03,4.201164e+00,7.069787e-01,-1.000122e-03,-1.911048e-03,7.072315e-01,-1.591547e-03,-1.754015e-04,8.256612e-02,-9.135653e-02,-9.138244e-02,2.522164e-02,-5.637815e-02,-1.765220e-02,3.888003e+00,-4.301017e+00,-4.304090e+00,1.187677e+00,2.456456e+00,1.165690e+00,3.666819e+00,3.666819e+00,0.0,0.0,0.0,0.0,0.0,0.0,
4.362904e-02,9.999686e-01,9.998405e-03,4.201248e+00,7.069696e-01,-1.000125e-03,-1.976354e-03,7.072405e-01,-1.648125e-03,-1.934748e-04,8.645870e-02,-9.566257e-02,-9.569165e-02,2.641071e-02,-5.802311e-02,-1.904280e-02,3.978417e+00,-4.400928e+00,-4.404298e+00,1.215297e+00,2.467971e+00,1.147187e+00,3.706482e+00,3.706482e+00,0.0,0.0,0.0,0.0,0.0,0.0,
4.462061e-02,9.999669e-01,9.998205e-03,4.201335e+00,7.069600e-01,-1.000128e-03,-2.044708e-03,7.072499e-01,-1.706365e-03,-2.129585e-04,9.044093e-02,-1.000677e-01,-1.001002e-01,2.762717e-02,-5.974453e-02,-2.051002e-02,4.068830e+00,-4.500829e+00,-4.504516e+00,1.242918e+00,2.479486e+00,1.128684e+00,3.746144e+00,3.746144e+00,0.0,0.0,0.0,0.0,0.0,0.0,
4.561218e-02,9.999652e-01,9.997985e-03,4.201427e+00,7.069500e-01,-1.000130e-03,-2.116180e-03,7.072597e-01,-1.766345e-03,-2.339296e-04,9.451281e-02,-1.045718e-01,-1.046082e-01,2.887103e-02,-6.154493e-02,-2.205643e-02,4.159242e+00,-4.600718e+00,-4.604745e+00,1.270538e+00,2.491001e+00,1.110181e+00,3.785807e+00,3.785807e+00,0.0,0.0,0.0,0.0,0.0,0.0,
4.660375e-02,9.999634e-01,9.997744e-03,4.201522e+00,7.069395e-01,-1.000131e-03,-2.190840e-03,7.072699e-01,-1.828143e-03,-2.564677e-04,9.867434e-02,-1.091750e-01,-1.092155e-01,3.014226e-02,-6.342688e-02,-2.368460e-02,4.249654e+00,-4.700596e+00,-4.704985e+00,1.298159e+00,2.502516e+00,1.091678e+00,3.825470e+00,3.825470e+00,0.0,0.0,0.0,0.0,0.0,0.0,
4.759532e-02,9.999616e-01,9.997480e-03,4.201622e+00,7.069285e-01,-1.000131e-03,-2.268758e-03,7.072806e-01,-1.891843e-03,-2.806549e-04,1.029255e-01,-1.138772e-01,-1.139222e-01,3.144089e-02,-6.539299e-02,-2.539717e-02,4.340065e+00,-4.800462e+00,-4.805238e+00,1.325779e+00,2.514030e+00,1.073175e+00,3.865133e+00,3.865133e+00,0.0,0.0,0.0,0.0,0.0,0.0,
4.858689e-02,9.999597e-01,9.997191e-03,4.201726e+00,7.069171e-01,-1.000130e-03,-2.350002e-03,7.072918e-01,-1.957527e-03,-3.065761e-04,1.072663e-01,-1.186785e-01,-1.187284e-01,3.276690e-02,-6.744590e-02,-2.719680e-02,4.430475e+00,-4.900316e+00,-4.905503e+00,1.353399e+00,2.525545e+00,1.054672e+00,3.904795e+00,3.904795e+00,0.0,0.0,0.0,0.0,0.0,0.0,
4.957846e-02,9.999577e-01,9.996875e-03,4.201834e+00,7.069052e-01,-1.000128e-03,-2.434642e-03,7.073034e-01,-2.025284e-03,-3.343186e-04,1.116968e-01,-1.235787e-01,-1.236340e-01,3.412030e-02,-6.958828e-02,-2.908619e-02,4.520883e+00,-5.000157e+00,-5.005781e+00,1.381020e+00,2.537060e+00,1.036169e+00,3.944458e+00,3.944458e+00,0.0,0.0,0.0,0.0,0.0,0.0,
5.057003e-02,9.999557e-01,9.996532e-03,4.201946e+00,7.068929e-01,-1.000125e-03,-2.522749e-03,7.073154e-01,-2.095203e-03,-3.639726e-04,1.162169e-01,-1.285780e-01,-1.286390e-01,3.550109e-02,-7.182283e-02,-3.106806e-02,4.611291e+00,-5.099984e+00,-5.106072e+00,1.408640e+00,2.548575e+00,1.017666e+00,3.984121e+00,3.984121e+00,0.0,0.0,0.0,0.0,0.0,0.0,
5.156160e-02,9.999536e-01,9.996158e-03,4.202064e+00,7.068800e-01,-1.000121e-03,-2.614391e-03,7.073280e-01,-2.167377e-03,-3.956309e-04,1.208267e-01,-1.336762e-01,-1.337434e-01,3.690927e-02,-7.415231e-02,-3.314520e-02,4.701698e+00,-5.199797e+00,-5.206378e+00,1.436261e+00,2.560090e+00,9.991632e-01,4.023784e+00,4.023784e+00,0.0,0.0,0.0,0.0,0.0,0.0,
5.255317e-02,9.999514e-01,9.995752e-03,4.202185e+00,7.068666e-01,-1.000115e-03,-2.709638e-03,7.073410e-01,-2.241900e-03,-4.293892e-04,1.255261e-01,-1.388734e-01,-1.389474e-01,3.834483e-02,-7.657948e-02,-3.532041e-02,4.792103e+00,-5.299595e+00,-5.306698e+00,1.463881e+00,2.571604e+00,9.806602e-01,4.063446e+00,4.063446e+00,0.0,0.0,0.0,0.0,0.0,0.0,
5.354474e-02,9.999491e-01,9.995311e-03,4.202312e+00,7.068526e-01,-1.000107e-03,-2.808559e-03,7.073545e-01,-2.318872e-03,-4.653459e-04,1.303152e-01,-1.441696e-01,-1.442508e-01,3.980778e-02,-7.910717e-02,-3.759653e-02,4.882507e+00,-5.399378e+00,-5.407033e+00,1.491501e+00,2.583119e+00,9.621572e-01,4.103109e+00,4.103109e+00,0.0,0.0,0.0,0.0,0.0,0.0,
5.453630e-02,9.999468e-01,9.994834e-03,4.202443e+00,7.068382e-01,-1.000097e-03,-2.911225e-03,7.073686e-01,-2.398393e-03,-5.036022e-04,1.351939e-01,-1.495646e-01,-1.496537e-01,4.129812e-02,-8.173821e-02,-3.997644e-02,4.972910e+00,-5.499146e+00,-5.507385e+00,1.519122e+00,2.594634e+00,9.436542e-01,4.142772e+00,4.142772e+00,0.0,0.0,0.0,0.0,0.0,0.0,
5.552787e-02,9.999444e-01,9.994318e-03,4.202579e+00,7.068232e-01,-1.000085e-03,-3.017704e-03,7.073831e-01,-2.480566e-03,-5.442622e-04,1.401622e-01,-1.550586e-01,-1.551561e-01,4.281584e-02,-8.447549e-02,-4.246307e-02,5.063311e+00,-5.598897e+00,-5.607752e+00,1.546742e+00,2.606149e+00,9.251511e-01,4.182435e+00,4.182435e+00,0.0,0.0,0.0,0.0,0.0,0.0,
5.651944e-02,9.999419e-01,9.993761e-03,4.202720e+00,7.068076e-01,-1.000071e-03,-3.128067e-03,7.073982e-01,-2.565499e-03,-5.874330e-04,1.452202e-01,-1.606515e-01,-1.607581e-01,4.436096e-02,-8.732192e-02,-4.505936e-02,5.153711e+00,-5.698631e+00,-5.708137e+00,1.574363e+00,2.617664e+00,9.066481e-01,4.222097e+00,4.222098e+00,0.0,0.0,0.0,0.0,0.0,0.0,
5.751101e-02,9.999393e-01,9.993159e-03,4.202866e+00,7.067915e-01,-1.000054e-03,-3.242382e-03,7.074138e-01,-2.653300e-03,-6.332245e-04,1.503678e-01,-1.663433e-01,-1.664595e-01,4.593346e-02,-9.028044e-02,-4.776831e-02,5.244108e+00,-5.798347e+00,-5.808539e+00,1.601983e+00,2.629178e+00,8.881451e-01,4.261760e+00,4.261760e+00,0.0,0.0,0.0,0.0,0.0,0.0,
5.850258e-02,9.999366e-01,9.992512e-03,4.203017e+00,7.067748e-01,-1.000035e-03,-3.360719e-03,7.074299e-01,-2.744082e-03,-6.817498e-04,1.556050e-01,-1.721340e-01,-1.722606e-01,4.753335e-02,-9.335406e-02,-5.059295e-02,5.334504e+00,-5.898045e+00,-5.908959e+00,1.629603e+00,2.640693e+00,8.696421e-01,4.301423e+00,4.301423e+00,0.0,0.0,0.0,0.0,0.0,0.0,
5.949415e-02,9.999339e-01,9.991815e-03,4.203174e+00,7.067575e-01,-1.000012e-03,-3.483149e-03,7.074466e-01,-2.837960e-03,-7.331247e-04,1.609319e-01,-1.780235e-01,-1.781612e-01,4.916062e-02,-9.654577e-02,-5.353633e-02,5.424898e+00,-5.997724e+00,-6.009398e+00,1.657224e+00,2.652208e+00,8.511391e-01,4.341086e+00,4.341086e+00,0.0,0.0,0.0,0.0,0.0,0.0,
